datetime,open,high,low,close
2012-12-03 22:00:00,1.04212,1.04838,1.04085,1.04657
2012-12-04 22:00:00,1.04654,1.04831,1.04415,1.04512
2012-12-05 22:00:00,1.04513,1.05146,1.04399,1.04698
2012-12-06 22:00:00,1.04699,1.04959,1.04589,1.04847
2012-12-09 22:00:00,1.04856,1.05049,1.04643,1.04849
2012-12-10 22:00:00,1.04851,1.05393,1.04602,1.05348
2012-12-11 22:00:00,1.05348,1.05848,1.05219,1.05485
2012-12-12 22:00:00,1.05485,1.05628,1.05072,1.05243
2012-12-13 22:00:00,1.05242,1.05770,1.05090,1.05651
2012-12-16 22:00:00,1.05671,1.05671,1.05253,1.05447
2012-12-17 22:00:00,1.05446,1.05560,1.05150,1.05173
2012-12-18 22:00:00,1.05174,1.05319,1.04722,1.04747
2012-12-19 22:00:00,1.04749,1.04990,1.04608,1.04762
2012-12-20 22:00:00,1.04762,1.04821,1.03933,1.03965
2012-12-23 22:00:00,1.04060,1.04155,1.03572,1.03652
2012-12-25 22:00:00,1.03633,1.03854,1.03440,1.03710
2012-12-26 22:00:00,1.03710,1.03881,1.03453,1.03638
2012-12-27 22:00:00,1.03638,1.03956,1.03601,1.03706
2012-12-30 22:00:00,1.03740,1.04069,1.03637,1.03823
2012-12-31 22:00:00,1.03949,1.04026,1.03773,1.03776
2013-01-01 22:00:00,1.03780,1.05229,1.03741,1.05015
2013-01-02 22:00:00,1.05016,1.05268,1.04557,1.04579
2013-01-03 22:00:00,1.04579,1.04861,1.03940,1.04783
2013-01-06 22:00:00,1.05092,1.05106,1.04666,1.05059
2013-01-07 22:00:00,1.05058,1.05152,1.04687,1.05027
2013-01-08 22:00:00,1.05026,1.05347,1.04856,1.05060
2013-01-09 22:00:00,1.05059,1.05971,1.04927,1.05910
2013-01-10 22:00:00,1.05913,1.05938,1.05291,1.05331
2013-01-13 22:00:00,1.05313,1.05770,1.05206,1.05572
2013-01-14 22:00:00,1.05571,1.05690,1.05252,1.05590
2013-01-15 22:00:00,1.05591,1.05788,1.05311,1.05625
2013-01-16 22:00:00,1.05625,1.05657,1.04935,1.05419
2013-01-17 22:00:00,1.05420,1.05557,1.04847,1.05082
2013-01-20 22:00:00,1.05013,1.05251,1.04915,1.05117
2013-01-21 22:00:00,1.05118,1.05780,1.05033,1.05590
2013-01-22 22:00:00,1.05593,1.05669,1.05261,1.05333
2013-01-23 22:00:00,1.05334,1.05466,1.04428,1.04518
2013-01-24 22:00:00,1.04518,1.04677,1.04015,1.04225
2013-01-27 22:00:00,1.04155,1.04289,1.03839,1.04049
2013-01-28 22:00:00,1.04051,1.04745,1.04046,1.04656
2013-01-29 22:00:00,1.04655,1.04751,1.03982,1.04148
2013-01-30 22:00:00,1.04147,1.04505,1.03791,1.04309
2013-01-31 22:00:00,1.04307,1.04444,1.03604,1.04053
2013-02-03 22:00:00,1.04162,1.04413,1.04078,1.04325
2013-02-04 22:00:00,1.04326,1.04560,1.03699,1.03848
