datetime,open,high,low,close
2012-12-02 22:00:00,0.92737,0.92779,0.92405,0.92525
2012-12-03 22:00:00,0.92523,0.92929,0.92446,0.92663
2012-12-04 22:00:00,0.92664,0.92994,0.92500,0.92619
2012-12-05 22:00:00,0.92619,0.93394,0.92553,0.93305
2012-12-06 22:00:00,0.93305,0.93815,0.93190,0.93428
2012-12-09 22:00:00,0.93643,0.93693,0.93259,0.93345
2012-12-10 22:00:00,0.93345,0.93687,0.93162,0.93169
2012-12-11 22:00:00,0.93170,0.93256,0.92431,0.92645
2012-12-12 22:00:00,0.92645,0.92749,0.92251,0.92365
2012-12-13 22:00:00,0.92363,0.92469,0.91652,0.91736
2012-12-16 22:00:00,0.91660,0.91939,0.91648,0.91775
2012-12-17 22:00:00,0.91777,0.91859,0.91233,0.91335
2012-12-18 22:00:00,0.91335,0.91529,0.90872,0.91480
2012-12-19 22:00:00,0.91479,0.91479,0.90833,0.91132
2012-12-20 22:00:00,0.91133,0.91784,0.91130,0.91550
2012-12-23 22:00:00,0.91628,0.91703,0.91244,0.91539
2012-12-25 22:00:00,0.91537,0.91575,0.91112,0.91311
2012-12-26 22:00:00,0.91309,0.91566,0.90944,0.91326
2012-12-27 22:00:00,0.91327,0.91807,0.91161,0.91332
2012-12-30 22:00:00,0.91348,0.91657,0.91202,0.91460
2012-12-31 22:00:00,0.91481,0.91532,0.91285,0.91450
2013-01-01 22:00:00,0.91445,0.91983,0.90773,0.91735
2013-01-02 22:00:00,0.91735,0.92793,0.91735,0.92721
2013-01-03 22:00:00,0.92719,0.93021,0.92306,0.92439
2013-01-06 22:00:00,0.92418,0.92862,0.92031,0.92043
2013-01-07 22:00:00,0.92044,0.92567,0.92010,0.92400
2013-01-08 22:00:00,0.92399,0.92730,0.92312,0.92573
2013-01-09 22:00:00,0.92573,0.92684,0.91277,0.91380
2013-01-10 22:00:00,0.91383,0.91782,0.91101,0.91326
2013-01-13 22:00:00,0.91399,0.92277,0.91187,0.92209
2013-01-14 22:00:00,0.92214,0.93320,0.92104,0.93234
2013-01-15 22:00:00,0.93234,0.93286,0.92853,0.93081
2013-01-16 22:00:00,0.93084,0.93595,0.92974,0.93250
2013-01-17 22:00:00,0.93250,0.93878,0.93041,0.93371
2013-01-20 22:00:00,0.93473,0.93489,0.93072,0.93206
2013-01-21 22:00:00,0.93204,0.93457,0.92742,0.92879
2013-01-22 22:00:00,0.92880,0.93148,0.92765,0.92997
2013-01-23 22:00:00,0.92998,0.93237,0.92789,0.92851
2013-01-24 22:00:00,0.92855,0.93062,0.92218,0.92626
2013-01-27 22:00:00,0.92712,0.92922,0.92567,0.92645
2013-01-28 22:00:00,0.92646,0.92672,0.91930,0.92172
2013-01-29 22:00:00,0.92171,0.92265,0.90930,0.91121
2013-01-30 22:00:00,0.91120,0.91199,0.90752,0.90998
2013-01-31 22:00:00,0.91003,0.91080,0.90214,0.90746
2013-02-03 22:00:00,0.90825,0.91170,0.90715,0.90890
2013-02-04 22:00:00,0.90889,0.91159,0.90714,0.90791
2013-02-05 22:00:00,0.90792,0.91489,0.90558,0.90990
2013-02-06 22:00:00,0.90987,0.92007,0.90647,0.91852
2013-02-07 22:00:00,0.91853,0.91895,0.91546,0.91677
2013-02-10 22:00:00,0.91739,0.92124,0.91560,0.92047
2013-02-11 22:00:00,0.92049,0.92141,0.91495,0.91691
2013-02-12 22:00:00,0.91691,0.91962,0.91520,0.91712
2013-02-13 22:00:00,0.91714,0.92452,0.91675,0.92146
2013-02-14 22:00:00,0.92145,0.92409,0.92040,0.92158
2013-02-17 22:00:00,0.92248,0.92574,0.92096,0.92308
2013-02-18 22:00:00,0.92309,0.92489,0.92145,0.92279
2013-02-19 22:00:00,0.92279,0.92850,0.91834,0.92683
2013-02-20 22:00:00,0.92692,0.93324,0.92687,0.93047
2013-02-21 22:00:00,0.93044,0.93279,0.92826,0.92937
2013-02-24 22:00:00,0.93097,0.93381,0.92316,0.93230
2013-02-25 22:00:00,0.93228,0.93348,0.92859,0.93194
2013-02-26 22:00:00,0.93196,0.93312,0.92847,0.92958
2013-02-27 22:00:00,0.92957,0.93730,0.92797,0.93637
2013-02-28 22:00:00,0.93636,0.94623,0.93509,0.94225
