datetime,open,high,low,close
2012-11-15 13:00:00,128.847,128.904,128.653,128.692
2012-11-15 14:00:00,128.689,128.933,128.600,128.705
2012-11-15 15:00:00,128.703,128.840,128.655,128.740
2012-11-15 16:00:00,128.739,128.779,128.528,128.641
2012-11-15 17:00:00,128.638,128.809,128.580,128.747
2012-11-15 18:00:00,128.746,128.764,128.602,128.672
2012-11-15 19:00:00,128.671,128.732,128.551,128.684
2012-11-15 20:00:00,128.685,128.748,128.632,128.743
2012-11-15 21:00:00,128.745,128.781,128.636,128.658
2012-11-15 22:00:00,128.659,128.698,128.634,128.674
2012-11-15 23:00:00,128.672,128.886,128.598,128.678
2012-11-16 00:00:00,128.677,128.712,128.601,128.671
2012-11-16 01:00:00,128.672,128.732,128.615,128.624
2012-11-16 02:00:00,128.625,128.703,128.381,128.672
2012-11-16 03:00:00,128.674,128.679,128.525,128.594
2012-11-16 04:00:00,128.593,128.632,128.423,128.439
2012-11-16 05:00:00,128.438,128.547,128.238,128.419
2012-11-16 06:00:00,128.420,128.898,128.346,128.819
2012-11-16 07:00:00,128.821,128.823,128.475,128.666
2012-11-16 08:00:00,128.669,128.690,128.401,128.596
2012-11-16 09:00:00,128.602,128.829,128.523,128.587
2012-11-16 10:00:00,128.588,128.772,128.536,128.772
2012-11-16 11:00:00,128.770,128.792,128.620,128.737
2012-11-16 12:00:00,128.739,128.910,128.679,128.790
2012-11-16 13:00:00,128.788,128.899,128.700,128.799
2012-11-16 14:00:00,128.798,128.818,128.637,128.739
2012-11-16 15:00:00,128.736,128.961,128.618,128.926
2012-11-16 16:00:00,128.931,129.209,128.906,129.193
2012-11-16 17:00:00,129.194,129.222,129.111,129.184
2012-11-16 18:00:00,129.183,129.184,128.848,128.961
2012-11-16 19:00:00,128.962,129.164,128.949,129.068
2012-11-16 20:00:00,129.067,129.245,129.033,129.093
2012-11-16 21:00:00,129.096,129.096,129.096,129.096
2012-11-18 22:00:00,129.385,129.626,129.250,129.617
2012-11-18 23:00:00,129.618,129.683,129.359,129.411
2012-11-19 00:00:00,129.410,129.434,129.101,129.293
2012-11-19 01:00:00,129.292,129.397,129.133,129.208
2012-11-19 02:00:00,129.210,129.392,129.200,129.287
2012-11-19 03:00:00,129.288,129.307,129.087,129.151
2012-11-19 04:00:00,129.152,129.334,129.152,129.245
2012-11-19 05:00:00,129.246,129.406,129.244,129.339
2012-11-19 06:00:00,129.340,129.425,129.226,129.243
2012-11-19 07:00:00,129.242,129.282,129.098,129.238
2012-11-19 08:00:00,129.237,129.264,129.071,129.188
2012-11-19 09:00:00,129.188,129.257,129.020,129.150
2012-11-19 10:00:00,129.140,129.280,129.036,129.038
2012-11-19 11:00:00,129.037,129.051,128.900,129.007
2012-11-19 12:00:00,129.008,129.123,128.933,129.060
2012-11-19 13:00:00,129.064,129.234,129.053,129.175
2012-11-19 14:00:00,129.179,129.227,129.037,129.083
2012-11-19 15:00:00,129.084,129.192,129.083,129.117
2012-11-19 16:00:00,129.117,129.202,129.084,129.109
2012-11-19 17:00:00,129.107,129.141,129.047,129.094
2012-11-19 18:00:00,129.089,129.364,129.057,129.334
2012-11-19 19:00:00,129.333,129.416,129.271,129.405
2012-11-19 20:00:00,129.404,129.488,129.377,129.478
2012-11-19 21:00:00,129.477,129.492,129.250,129.324
2012-11-19 22:00:00,129.323,129.357,129.236,129.272
2012-11-19 23:00:00,129.274,129.355,129.208,129.239
2012-11-20 00:00:00,129.240,129.349,129.154,129.271
2012-11-20 01:00:00,129.272,129.282,129.110,129.239
2012-11-20 02:00:00,129.240,129.380,129.123,129.294
2012-11-20 03:00:00,129.293,129.341,129.253,129.297
2012-11-20 04:00:00,129.304,129.367,129.282,129.344
